row,col,spatial_block,proxy_class,role
125,24,10,2,development
218,584,38,6,development
590,373,85,4,buffer
344,206,53,1,test
245,583,38,4,development
105,192,12,3,buffer
485,606,79,4,development
70,380,15,1,buffer
395,53,50,1,development
269,154,42,1,buffer
542,235,83,5,test
266,78,31,3,development
514,221,73,5,test
96,501,17,3,development
117,435,16,5,development
241,591,38,6,development
120,257,13,2,test
50,53,0,3,development
630,501,97,3,development
476,552,78,5,development
472,193,72,1,buffer
557,210,83,1,test
223,585,38,6,development
426,204,63,4,test
502,554,78,4,development
277,121,41,1,development
117,268,14,2,test
68,535,17,5,development
423,503,67,4,development
509,321,74,4,test
139,205,23,1,test
50,279,4,3,test
471,518,77,5,development
593,192,82,1,buffer
68,604,19,5,development
36,412,6,3,development
159,547,28,3,development
571,63,80,2,development
545,301,84,2,test
316,363,45,1,buffer
294,522,47,3,development
541,36,80,2,development
247,345,35,4,buffer
461,598,68,4,development
359,597,58,4,development
578,106,81,2,development
135,313,24,5,test
632,12,90,2,development
571,106,81,2,development
141,56,20,3,development
53,281,4,3,test
600,458,86,4,development
610,308,94,4,test
233,127,31,1,development
488,428,76,5,development
304,212,43,3,test
58,159,2,3,buffer
541,67,81,2,development
492,553,78,4,development
650,38,90,2,development
41,185,2,1,buffer
137,277,24,5,test
574,195,82,5,buffer
208,569,38,6,development
294,321,44,4,test
640,512,97,3,development
598,470,87,4,development
434,557,68,4,development
648,129,91,2,development
452,568,68,3,development
498,26,70,1,development
472,512,77,4,development
405,532,67,4,development
462,300,64,3,test
90,344,15,4,buffer
483,181,72,1,buffer
17,292,4,3,test
364,472,57,5,development
373,149,52,3,buffer
266,328,34,4,test
234,590,38,6,development
490,427,76,5,development
278,554,48,5,development
464,512,67,4,development
127,198,12,3,buffer
219,583,38,6,development
11,131,1,1,development
566,175,82,1,buffer
577,100,81,2,development
446,190,62,1,buffer
68,249,13,1,test
319,58,40,2,development
566,326,84,4,test
35,586,8,4,development
154,44,20,2,development
600,323,84,4,test
345,481,57,4,development
250,526,37,5,development
647,33,90,2,development
443,138,62,1,buffer
496,471,77,4,development
338,408,56,4,development
54,434,6,3,development
126,10,10,2,development
138,538,28,5,development
325,226,43,1,test
409,65,60,1,development
619,249,93,3,test
312,409,46,4,development
219,606,39,6,development
402,57,60,1,development
591,7,80,2,development
511,111,71,2,development
299,614,49,4,development
620,381,95,2,buffer
583,386,85,4,buffer
115,355,15,5,buffer
427,318,64,1,test
574,147,82,2,buffer
416,187,62,3,buffer
25,531,7,5,development
412,522,67,4,development
518,74,71,2,development
382,428,56,4,development
332,440,46,5,development
16,314,4,1,test
591,201,83,1,test
630,528,97,1,development
383,556,58,4,development
308,518,47,4,development
650,532,97,3,development
418,449,66,5,development
163,502,27,6,development
225,292,34,3,test
446,202,63,1,test
213,580,38,6,development
156,143,22,1,buffer
295,61,40,3,development
411,59,60,1,development
272,596,48,4,development
341,152,52,1,buffer
583,66,80,4,development
503,572,78,4,development
134,369,25,5,buffer
574,96,81,2,development
558,548,88,3,development
355,550,58,5,development
460,237,63,3,test
123,571,18,5,development
616,508,97,3,development
248,526,37,5,development
39,448,6,2,development
614,442,96,4,development
397,527,57,4,development
26,114,1,3,development
549,3,80,3,development
2,124,1,3,development
195,570,28,3,development
168,421,26,5,development
181,96,21,3,development
540,84,81,2,development
367,39,50,1,development
262,295,34,1,test
203,251,33,2,test
68,208,13,1,test
454,350,65,1,buffer
333,492,47,5,development
292,402,46,1,development
167,481,27,1,development
386,97,51,1,development
91,339,15,5,buffer
204,316,34,4,test
496,239,73,4,test
169,100,21,3,development
174,425,26,4,development
552,65,80,2,development
20,513,7,5,development
321,85,41,3,development
87,353,15,4,buffer
497,267,73,5,test
7,42,0,2,development
623,95,91,2,development
143,222,23,1,test
232,378,35,3,buffer
102,227,13,1,test
135,62,20,3,development
188,373,25,5,buffer
488,538,78,5,development
341,88,51,3,development
353,14,50,1,development
501,354,75,5,buffer
650,208,93,1,test
366,281,54,5,test
263,470,37,4,development
630,123,91,2,development
187,14,20,3,development
182,150,22,1,buffer
127,286,14,5,test
610,7,90,2,development
481,433,76,5,development
352,454,56,5,development
67,364,15,3,buffer
74,372,15,1,buffer
60,306,4,3,test
339,182,52,1,buffer
272,144,42,3,buffer
441,280,64,1,test
54,69,1,3,development
467,21,60,1,development
475,146,72,1,buffer
583,48,80,4,development
575,227,83,4,test
11,568,8,5,development
503,469,77,5,development
383,58,50,1,development
602,501,87,3,development
516,366,75,5,buffer
340,187,52,1,buffer
559,60,80,2,development
114,176,12,3,buffer
224,481,37,4,development
262,525,37,3,development
45,573,8,4,development
113,265,13,2,test
607,132,91,2,development
172,311,24,5,test
302,294,44,4,test
602,75,81,5,development
357,479,57,4,development
303,34,40,1,development
596,453,86,4,development
409,475,67,4,development
14,262,3,3,test
49,157,2,3,buffer
639,583,98,3,development
14,162,2,3,buffer
196,207,23,2,test
343,456,56,5,development
455,356,65,4,buffer
554,136,82,2,buffer
315,278,44,4,test
378,367,55,5,buffer
66,286,4,1,test
246,577,38,4,development
400,402,56,3,development
210,585,38,6,development
98,584,18,4,development
427,406,66,5,development
160,526,27,6,development
91,100,11,3,development
613,96,91,5,development
613,368,95,4,buffer
375,336,55,4,buffer
412,557,68,5,development
49,530,7,5,development
222,587,38,6,development
56,475,7,5,development
590,529,87,3,development
103,203,13,6,test
83,269,14,3,test
59,513,7,5,development
398,339,55,5,buffer
359,340,55,4,buffer
118,291,14,5,test
612,288,94,1,test
96,92,11,3,development
631,550,98,1,development
454,387,65,4,buffer
100,227,13,1,test
122,492,17,5,development
10,40,0,2,development
604,109,91,2,development
232,301,34,2,test
415,556,68,4,development
243,603,39,4,development
621,126,91,2,development
401,56,50,1,development
625,447,96,4,development
578,553,88,1,development
375,525,57,4,development
348,177,52,4,buffer
439,248,63,4,test
163,376,25,5,buffer
377,411,56,4,development
188,432,26,3,development
443,194,62,1,buffer
354,534,57,4,development
8,547,8,5,development
130,415,16,5,development
67,382,15,3,buffer
110,201,13,2,test
123,78,11,3,development
602,517,87,1,development
510,393,75,5,buffer
429,15,60,1,development
404,373,65,4,buffer
434,496,67,4,development
157,579,28,3,development
446,422,66,5,development
143,370,25,5,buffer
150,511,27,6,development
530,406,76,4,development
481,465,76,4,development
615,290,94,1,test
324,173,42,1,buffer
93,287,14,1,test
469,470,77,4,development
216,57,30,4,development
559,76,81,2,development
499,30,70,3,development
349,50,50,1,development
569,42,80,2,development
156,472,27,1,development
405,254,63,4,test
69,599,18,5,development
245,514,37,3,development
588,567,88,1,development
196,284,24,5,test
135,378,25,5,buffer
70,544,18,5,development
158,439,26,5,development
262,515,37,5,development
70,73,11,3,development
538,69,81,2,development
277,380,45,1,buffer
282,319,44,1,test
598,56,80,2,development
609,78,91,2,development
432,541,68,4,development
325,264,43,3,test
613,140,92,2,buffer
117,165,12,1,buffer
1,469,7,3,development
597,453,86,4,development
48,400,5,3,buffer
504,458,76,4,development
624,130,91,2,development
125,490,17,5,development
39,539,8,5,development
463,355,65,3,buffer
588,244,83,1,test
40,237,3,3,test
105,12,10,5,development
230,367,35,3,buffer
454,479,67,4,development
219,103,31,3,development
638,0,90,2,development
244,254,33,3,test
156,6,20,3,development
221,183,32,3,buffer
48,254,3,3,test
607,157,92,2,buffer
157,183,22,3,buffer
393,596,58,4,development
407,434,66,5,development
86,195,12,3,buffer
412,548,68,4,development
241,186,32,1,buffer
550,220,83,5,test
624,286,94,1,test
132,128,11,1,development
163,496,27,6,development
86,343,15,4,buffer
20,602,8,4,development
453,183,62,1,buffer
305,306,44,1,test
255,414,36,4,development
184,104,21,3,development
253,115,31,3,development
384,483,57,4,development
243,590,38,6,development
523,205,73,5,test
615,413,96,2,development
616,2,90,2,development
584,375,85,4,buffer
369,175,52,3,buffer
180,363,25,5,buffer
612,112,91,2,development
542,188,82,2,buffer
161,24,20,3,development
615,345,95,4,buffer
574,35,80,2,development
192,307,24,5,test
158,163,22,2,buffer
45,60,0,3,development
465,74,61,3,development
249,291,34,2,test
499,525,77,4,development
142,354,25,5,buffer
536,189,82,2,buffer
342,58,50,4,development
381,262,53,5,test
444,424,66,5,development
104,13,10,5,development
267,392,35,1,buffer
356,250,53,4,test
389,323,54,4,test
216,547,38,6,development
623,117,91,2,development
22,559,8,5,development
240,2,30,1,development
539,85,81,2,development
39,336,5,1,buffer
135,560,28,5,development
497,391,75,5,buffer
292,603,49,4,development
461,407,66,4,development
238,575,38,3,development
169,497,27,6,development
508,421,76,4,development
619,94,91,2,development
142,288,24,5,test
464,279,64,3,test
276,132,41,3,development
211,579,38,6,development
345,245,53,3,test
490,52,70,5,development
430,216,63,1,test
596,12,80,2,development
70,339,15,2,buffer
95,238,13,3,test
45,415,6,3,development
139,73,21,3,development
93,342,15,4,buffer
288,403,46,1,development
637,246,93,1,test
119,17,10,2,development
222,592,38,6,development
217,158,32,1,buffer
217,459,36,1,development
236,415,36,1,development
272,398,45,1,buffer
57,525,7,5,development
462,352,65,1,buffer
203,290,34,1,test
147,394,25,5,buffer
318,252,43,3,test
110,515,17,5,development
133,369,15,5,buffer
599,539,88,1,development
222,522,37,6,development
36,329,4,1,test
602,513,87,1,development
197,292,24,3,test
582,36,80,2,development
214,508,37,5,development
583,86,81,4,development
199,223,23,2,test
142,595,28,5,development
215,584,38,6,development
570,92,81,2,development
515,577,78,4,development
628,110,91,2,development
539,63,80,2,development
563,410,86,4,development
108,95,11,3,development
125,142,12,3,buffer
484,255,73,5,test
22,223,3,3,test
451,466,66,4,development
375,371,55,5,buffer
445,535,67,4,development
569,70,81,2,development
375,28,50,1,development
109,275,14,2,test
106,532,17,3,development
469,440,76,4,development
580,170,82,1,buffer
579,331,84,4,test
302,364,45,4,buffer
213,517,37,6,development
16,265,3,1,test
420,583,68,4,development
511,448,76,4,development
313,28,40,1,development
368,264,53,5,test
570,1,80,2,development
38,321,4,3,test
497,94,71,2,development
59,195,2,3,buffer
544,188,82,2,buffer
480,176,72,1,buffer
269,328,44,4,test
610,80,91,2,development
220,603,39,6,development
79,146,12,3,buffer
168,38,20,3,development
98,46,10,3,development
635,115,91,2,development
58,343,5,2,buffer
81,287,14,4,test
331,519,47,4,development
131,326,14,5,test
311,57,40,2,development
38,94,1,3,development
185,252,23,2,test
547,384,85,4,buffer
274,168,42,3,buffer
9,596,8,5,development
342,170,52,1,buffer
463,271,64,3,test
309,420,46,4,development
384,459,56,4,development
645,548,98,3,development
389,319,54,4,test
35,608,9,5,development
124,12,10,2,development
560,115,81,2,development
249,161,32,3,buffer
155,497,27,3,development
315,6,40,1,development
420,65,60,1,development
47,321,4,1,test
473,212,73,1,test
470,407,76,4,development
122,211,13,3,test
382,233,53,3,test
5,544,8,5,development
27,515,7,5,development
349,514,57,4,development
147,441,26,5,development
511,481,77,4,development
507,570,78,4,development
509,121,71,1,development
38,371,5,3,buffer
207,565,38,6,development
561,41,80,2,development
38,16,0,3,development
114,549,18,5,development
243,29,30,1,development
72,589,18,5,development
246,607,39,4,development
228,565,38,5,development
82,540,18,5,development
508,130,71,1,development
433,217,63,1,test
212,444,36,1,development
136,292,24,5,test
400,481,57,4,development
169,141,22,1,buffer
230,297,34,2,test
233,168,32,1,buffer
326,360,45,2,buffer
32,62,0,2,development
305,153,42,1,buffer
535,292,74,5,test
584,571,88,1,development
273,307,44,3,test
179,447,26,3,development
388,603,59,4,development
273,316,44,4,test
292,467,46,4,development
572,367,85,4,buffer
11,132,1,1,development
207,180,32,1,buffer
502,225,73,5,test
38,580,8,5,development
273,393,45,1,buffer
232,597,38,6,development
438,434,66,5,development
19,329,4,3,test
264,135,32,1,buffer
561,142,82,2,buffer
590,263,83,3,test
210,163,32,1,buffer
579,52,80,2,development
404,270,64,5,test
313,245,43,1,test
331,514,47,4,development
426,453,66,5,development
319,408,46,4,development
371,79,51,1,development
166,539,28,3,development
221,586,38,6,development
188,198,22,1,buffer
30,447,6,3,development
343,369,55,5,buffer
641,197,92,1,buffer
199,216,23,2,test
32,64,0,2,development
624,196,92,1,buffer
295,387,45,4,buffer
3,89,1,1,development
42,554,8,5,development
172,335,25,4,buffer
586,3,80,2,development
193,30,20,1,development
40,172,2,3,buffer
135,215,23,1,test
168,496,27,6,development
296,610,49,4,development
145,174,22,3,buffer
338,120,51,3,development
592,202,83,1,test
603,91,91,2,development
546,62,80,2,development
616,523,97,1,development
281,389,45,1,buffer
611,516,97,3,development
629,612,99,3,development
497,428,76,4,development
244,458,36,2,development
315,579,48,4,development
66,388,5,1,buffer
525,460,76,5,development
63,274,4,3,test
611,116,91,2,development
247,455,36,2,development
36,31,0,3,development
85,384,15,4,buffer
583,101,81,2,development
47,82,1,2,development
